Service Line,(140 288),(189 288),(239 288),(289 289),(339 289),(389 289),(439 290),(489 290),(539 290),(589 291),(639 291),(689 291),(739 292),(789 292),(839 292),(889 293),(939 293),(989 293),(1039 294),(1089 294),(1139 294),(1165 295)
Centre Service Line,(599 0),(609 48),(619 97),(629 146),(640 195),(650 244),(660 290)
Single Side Line,(183 3),(176 52),(170 102),(164 151),(157 201),(151 250),(145 300),(138 350),(132 399),(126 449),(119 498),(117 521)
Single Side Line,(1012 1),(1034 45),(1056 90),(1079 135),(1101 179),(1123 224),(1146 269),(1168 313),(1191 358),(1213 403),(1235 448),(1258 492),(1276 528)
Side Line,N/A
Side Line,(1194 67),(1219 110),(1244 153),(1269 196),(1295 239),(1320 282),(1345 325),(1370 368),(1388 398)
Base Line,(71 517),(120 517),(170 517),(220 518),(270 518),(320 519),(370 519),(420 519),(470 520),(520 520),(570 521),(620 521),(670 522),(720 522),(770 522),(820 523),(870 523),(920 524),(970 524),(1020 524),(1070 525),(1120 525),(1170 526),(1220 526),(1270 527),(1320 527),(1370 527),(1389 528)
